vendas;;;;Anuncios;;Envios;
Numero da Venda;Data da Venda;Estado Atual;Quantidade por SKU;SKU;Loja Oficial;Data a Caminho;Data de Entrega
2000011206321341;24 de janeiro de 2026 20:49 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011206262893;24 de janeiro de 2026 20:44 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014852980086;24 de janeiro de 2026 20:43 hs.;Pronto para coleta;1;10-ALLEGRA-PT;Dom Stark; ; 
2000011205986073;24 de janeiro de 2026 20:22 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011205940329;24 de janeiro de 2026 20:18 hs.;Para entregar na coleta do dia 2 de fevereiro;1;8-CHIFRE-PT;Dom Stark; ; 
2000011205919545;24 de janeiro de 2026 20:16 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014852665182;24 de janeiro de 2026 20:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011205893513;24 de janeiro de 2026 20:14 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 06:44; 
2000011205876295;24 de janeiro de 2026 20:13 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011205837905;24 de janeiro de 2026 20:10 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011205806293;24 de janeiro de 2026 20:07 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011205601661;24 de janeiro de 2026 19:51 hs.;Para entregar na coleta do dia 2 de fevereiro;1;8-CHIFRE-PT;Dom Stark; ; 
2000011205510699;24 de janeiro de 2026 19:43 hs.;Para entregar na coleta de amanhã;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011205358273;24 de janeiro de 2026 19:30 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011205298405;24 de janeiro de 2026 19:27 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011205240209;24 de janeiro de 2026 19:20 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011205239597;24 de janeiro de 2026 19:20 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;28 de janeiro | 03:40; 
2000011205222161;24 de janeiro de 2026 19:19 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011205039599;24 de janeiro de 2026 19:04 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011204998813;24 de janeiro de 2026 19:01 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011204910649;24 de janeiro de 2026 18:54 hs.;Para entregar na coleta do dia 12 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011204878401;24 de janeiro de 2026 18:52 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 01:29; 
2000011204627613;24 de janeiro de 2026 18:31 hs.;A caminho;1;6-ALLEGRA-ND;Dom Stark;28 de janeiro | 04:57; 
2000011204536197;24 de janeiro de 2026 18:24 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011204368017;24 de janeiro de 2026 18:10 hs.;Para entregar na coleta do dia 4 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011204264557;24 de janeiro de 2026 18:02 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011204195801;24 de janeiro de 2026 17:56 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011204000557;24 de janeiro de 2026 17:41 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011203967633;24 de janeiro de 2026 17:37 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011203758089;24 de janeiro de 2026 17:24 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 06:59; 
2000011203671513;24 de janeiro de 2026 17:14 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011203633467;24 de janeiro de 2026 17:11 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:54; 
2000011203582249;24 de janeiro de 2026 17:07 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014850696658;24 de janeiro de 2026 17:04 hs.;A caminho;1;8-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011203474301;24 de janeiro de 2026 17:00 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011203468697;24 de janeiro de 2026 16:59 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:22; 
2000011203378527;24 de janeiro de 2026 16:51 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011203282885;24 de janeiro de 2026 16:44 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011203295217;24 de janeiro de 2026 16:44 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011203276527;24 de janeiro de 2026 16:44 hs.;Cancelada pelo comprador;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011203249553;24 de janeiro de 2026 16:42 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011203250693;24 de janeiro de 2026 16:41 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 06:59; 
2000011203197833;24 de janeiro de 2026 16:39 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011203168651;24 de janeiro de 2026 16:35 hs.;Para entregar na coleta do dia 3 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011203082993;24 de janeiro de 2026 16:28 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 07:17; 
2000011202870221;24 de janeiro de 2026 16:11 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011202845473;24 de janeiro de 2026 16:09 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011202810579;24 de janeiro de 2026 16:07 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014850039568;24 de janeiro de 2026 16:04 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011202731389;24 de janeiro de 2026 16:00 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011202693477;24 de janeiro de 2026 15:57 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;28 de janeiro | 04:30; 
2000011202513033;24 de janeiro de 2026 15:43 hs.;Para entregar na coleta do dia 5 de fevereiro;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011202405327;24 de janeiro de 2026 15:35 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011202385725;24 de janeiro de 2026 15:33 hs.;A caminho;1;6-ALLEGRA-ND;Dom Stark;28 de janeiro | 04:57; 
2000011202370645;24 de janeiro de 2026 15:33 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011202372139;24 de janeiro de 2026 15:33 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 04:13; 
2000011202376699;24 de janeiro de 2026 15:33 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011202112699;24 de janeiro de 2026 15:14 hs.;Para entregar na coleta do dia 2 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011202062333;24 de janeiro de 2026 15:11 hs.;Para entregar na coleta de amanhã;1;6-NANA-ND;Dom Stark; ; 
2000011202062331;24 de janeiro de 2026 15:10 hs.;Para entregar na coleta de amanhã;1;6-NANA-ND;Dom Stark; ; 
2000011202062335;24 de janeiro de 2026 15:10 hs.;Para entregar na coleta de amanhã;1;6-NANA-ND;Dom Stark; ; 
2000011201259569;24 de janeiro de 2026 15:10 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011202064057;24 de janeiro de 2026 15:09 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:03;27 de janeiro | 14:34
2000011202010021;24 de janeiro de 2026 15:05 hs.;Pronto para coleta;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011202019701;24 de janeiro de 2026 15:05 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011201995541;24 de janeiro de 2026 15:04 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011201972637;24 de janeiro de 2026 15:03 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011201925931;24 de janeiro de 2026 14:58 hs.;Para entregar na coleta do dia 2 de fevereiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000011201541437;24 de janeiro de 2026 14:42 hs.;Reclamação aberta para resolver até quinta-feira;2;1-MARMITA-001;Dom Stark;27 de janeiro | 01:11;27 de janeiro | 14:02
2000011201577095;24 de janeiro de 2026 14:31 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011201534757;24 de janeiro de 2026 14:29 hs.;A caminho;1;1-PASSADEIRA-001;Dom Stark;27 de janeiro | 04:11; 
2000011201425721;24 de janeiro de 2026 14:21 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 02:40; 
2000011201407221;24 de janeiro de 2026 14:21 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011201353749;24 de janeiro de 2026 14:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011201334605;24 de janeiro de 2026 14:14 hs.;Entregue;1;2-ALLEGRA-ND;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 13:29
2000014848820356;24 de janeiro de 2026 14:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011201273227;24 de janeiro de 2026 14:10 hs.;Venda cancelada. Não envie.;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011201223777;24 de janeiro de 2026 14:09 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011201206233;24 de janeiro de 2026 14:05 hs.;A caminho;1;12-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:34; 
2000011201171483;24 de janeiro de 2026 14:02 hs.;Para entregar na coleta de amanhã;1;1-CREATINA-300G;Dom Stark; ; 
2000011201114053;24 de janeiro de 2026 13:59 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011201109379;24 de janeiro de 2026 13:59 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011201011149;24 de janeiro de 2026 13:50 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 01:29; 
2000011200989881;24 de janeiro de 2026 13:49 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014848531156;24 de janeiro de 2026 13:48 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000014848462924;24 de janeiro de 2026 13:41 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011200859089;24 de janeiro de 2026 13:40 hs.;Para entregar na coleta do dia 11 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011200827215;24 de janeiro de 2026 13:38 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014848285898;24 de janeiro de 2026 13:29 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011200656455;24 de janeiro de 2026 13:28 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011200625945;24 de janeiro de 2026 13:24 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011200604675;24 de janeiro de 2026 13:23 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011200621677;24 de janeiro de 2026 13:23 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011200626001;24 de janeiro de 2026 13:22 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;28 de janeiro | 04:49; 
2000011200610987;24 de janeiro de 2026 13:22 hs.;Para entregar na coleta do dia 9 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011200611665;24 de janeiro de 2026 13:22 hs.;Entregue;1;5M-NAPA-BR;Dom Stark;27 de janeiro | 03:57;28 de janeiro | 08:56
2000011200578627;24 de janeiro de 2026 13:20 hs.;Para entregar na coleta do dia 30 de janeiro;2;4-ALLEGRA-PT;Dom Stark; ; 
2000014848105988;24 de janeiro de 2026 13:13 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011200423397;24 de janeiro de 2026 13:07 hs.;Para entregar na coleta do dia 2 de fevereiro;2;2-GRUVYER-PT;Dom Stark; ; 
2000011200383369;24 de janeiro de 2026 13:04 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011200354899;24 de janeiro de 2026 13:03 hs.;Cancelada pelo comprador;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011200096419;24 de janeiro de 2026 12:45 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011200002207;24 de janeiro de 2026 12:37 hs.;Para entregar na coleta do dia 2 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011199965899;24 de janeiro de 2026 12:34 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011199858929;24 de janeiro de 2026 12:27 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011199861221;24 de janeiro de 2026 12:25 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011199729135;24 de janeiro de 2026 12:15 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;28 de janeiro | 03:53; 
2000011199543897;24 de janeiro de 2026 12:02 hs.;Para entregar na coleta do dia 3 de fevereiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011199498907;24 de janeiro de 2026 11:59 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:30; 
2000011199424813;24 de janeiro de 2026 11:53 hs.;Para entregar na coleta do dia 4 de fevereiro;1;6-ALLEGRA-AM;Dom Stark; ; 
2000011199369551;24 de janeiro de 2026 11:50 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011199374917;24 de janeiro de 2026 11:49 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011199373325;24 de janeiro de 2026 11:48 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014847060334;24 de janeiro de 2026 11:35 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011199157069;24 de janeiro de 2026 11:32 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011199125015;24 de janeiro de 2026 11:29 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011199090135;24 de janeiro de 2026 11:28 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011195867017;24 de janeiro de 2026 11:22 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014846910790;24 de janeiro de 2026 11:22 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:03;27 de janeiro | 15:50
2000011198920695;24 de janeiro de 2026 11:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011198868369;24 de janeiro de 2026 11:10 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014846735764;24 de janeiro de 2026 11:08 hs.;Pronto para coleta;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011198807555;24 de janeiro de 2026 11:05 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011198701671;24 de janeiro de 2026 10:57 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 00:49; 
2000011198663985;24 de janeiro de 2026 10:55 hs.;A caminho;1;5M-NAPA-BR;Dom Stark; ; 
2000011198656613;24 de janeiro de 2026 10:53 hs.;Pronta para emitir NF-e de venda;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011198631143;24 de janeiro de 2026 10:51 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011198615049;24 de janeiro de 2026 10:49 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014846496610;24 de janeiro de 2026 10:41 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011198500193;24 de janeiro de 2026 10:40 hs.;Para entregar na coleta do dia 30 de janeiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011198492145;24 de janeiro de 2026 10:40 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;27 de janeiro | 03:43;28 de janeiro | 10:09
2000011198376377;24 de janeiro de 2026 10:30 hs.;A caminho;1;8-GRUVYER-PT;Dom Stark;27 de janeiro | 23:22; 
2000011198259657;24 de janeiro de 2026 10:19 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011198231929;24 de janeiro de 2026 10:16 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011198195173;24 de janeiro de 2026 10:12 hs.;Pronto para coleta;1;8-ALLEGRA-PT;Dom Stark; ; 
2000014846232642;24 de janeiro de 2026 10:12 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15;27 de janeiro | 17:39
2000011198073437;24 de janeiro de 2026 10:02 hs.;Para entregar na coleta do dia 4 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011197964963;24 de janeiro de 2026 09:51 hs.;Entregue;3;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:29;27 de janeiro | 16:11
2000011197848259;24 de janeiro de 2026 09:39 hs.;Para entregar na coleta do dia 4 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011197829091;24 de janeiro de 2026 09:37 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197770559;24 de janeiro de 2026 09:30 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197742901;24 de janeiro de 2026 09:28 hs.;Para entregar na coleta do dia 9 de fevereiro;5;1-ALLEGRA-PT;Dom Stark; ; 
2000011197643973;24 de janeiro de 2026 09:16 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197577985;24 de janeiro de 2026 09:06 hs.;Para entregar na coleta de amanhã;1;2-GRUVYER-PT;Dom Stark; ; 
2000011197547751;24 de janeiro de 2026 09:04 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011197500815;24 de janeiro de 2026 08:58 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197491757;24 de janeiro de 2026 08:56 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011197468507;24 de janeiro de 2026 08:52 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011197419221;24 de janeiro de 2026 08:45 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011197419223;24 de janeiro de 2026 08:45 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011197419219;24 de janeiro de 2026 08:45 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011197355833;24 de janeiro de 2026 08:36 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:29; 
2000014845521142;24 de janeiro de 2026 08:30 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011197247455;24 de janeiro de 2026 08:27 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011197287105;24 de janeiro de 2026 08:24 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011197256289;24 de janeiro de 2026 08:19 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011197218629;24 de janeiro de 2026 08:14 hs.;Pronto para coleta;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011197115379;24 de janeiro de 2026 07:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197101203;24 de janeiro de 2026 07:47 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011197090421;24 de janeiro de 2026 07:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011197042561;24 de janeiro de 2026 07:37 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 04:54; 
2000011196960361;24 de janeiro de 2026 07:14 hs.;Para entregar na coleta do dia 30 de janeiro;9;1-ALLEGRA-PT;Dom Stark; ; 
2000011196869371;24 de janeiro de 2026 06:40 hs.;Para entregar na coleta do dia 11 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011196813163;24 de janeiro de 2026 06:10 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;27 de janeiro | 02:53;27 de janeiro | 15:32
2000011196783095;24 de janeiro de 2026 05:51 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:12;27 de janeiro | 14:17
2000011196733905;24 de janeiro de 2026 05:18 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011196443889;24 de janeiro de 2026 02:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011196274459;24 de janeiro de 2026 02:10 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011196254413;24 de janeiro de 2026 02:07 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011195904237;24 de janeiro de 2026 00:59 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011195892077;24 de janeiro de 2026 00:58 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011195595933;24 de janeiro de 2026 00:17 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 00:54; 
2000011195444565;23 de janeiro de 2026 23:59 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011195375829;23 de janeiro de 2026 23:50 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011195310105;23 de janeiro de 2026 23:43 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-CHIFRE-PT;Dom Stark; ; 
2000011195309305;23 de janeiro de 2026 23:42 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33;28 de janeiro | 11:08
2000011195249255;23 de janeiro de 2026 23:36 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011195158047;23 de janeiro de 2026 23:28 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:13; 
2000011194899971;23 de janeiro de 2026 23:05 hs.;Para entregar na coleta do dia 30 de janeiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011194873001;23 de janeiro de 2026 23:04 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011194862661;23 de janeiro de 2026 23:02 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 03:49; 
2000011194841453;23 de janeiro de 2026 23:01 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 00:54; 
2000011194819875;23 de janeiro de 2026 22:57 hs.;Para entregar na coleta do dia 30 de janeiro;4;6-ALLEGRA-PT;Dom Stark; ; 
2000011194716677;23 de janeiro de 2026 22:50 hs.;Para entregar na coleta do dia 6 de fevereiro;5;1-ALLEGRA-PT;Dom Stark; ; 
2000011194675853;23 de janeiro de 2026 22:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:17; 
2000014843252468;23 de janeiro de 2026 22:46 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 23:06; 
2000011194573687;23 de janeiro de 2026 22:40 hs.;Para entregar na coleta do dia 25 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011194569125;23 de janeiro de 2026 22:40 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000014843154092;23 de janeiro de 2026 22:38 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:22; 
2000011194528411;23 de janeiro de 2026 22:38 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 00:54; 
2000014843132816;23 de janeiro de 2026 22:38 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011194543311;23 de janeiro de 2026 22:37 hs.;Para entregar na coleta de amanhã;2;1-CREATINA-300G;Dom Stark; ; 
2000011194505983;23 de janeiro de 2026 22:35 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000014834517170;23 de janeiro de 2026 22:34 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011194422305;23 de janeiro de 2026 22:29 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011194398501;23 de janeiro de 2026 22:26 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011194370457;23 de janeiro de 2026 22:26 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011194388861;23 de janeiro de 2026 22:26 hs.;Entregue;1;25-PL027-MR;Dom Stark;24 de janeiro | 02:45;24 de janeiro | 12:08
2000011194320745;23 de janeiro de 2026 22:20 hs.;A caminho;2;2-CHIFRE-PT;Dom Stark;27 de janeiro | 02:53; 
