vendas;;;;Anuncios;;Envios;
Numero da Venda;Data da Venda;Estado Atual;Quantidade por SKU;SKU;Loja Oficial;Data a Caminho;Data de Entrega
2000011191911233;23 de janeiro de 2026 19:21 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011191777229;23 de janeiro de 2026 19:12 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:42;27 de janeiro | 13:42
2000011191738369;23 de janeiro de 2026 19:09 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:08; 
2000011191725035;23 de janeiro de 2026 19:08 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011191445961;23 de janeiro de 2026 18:48 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 14:58
2000011191435879;23 de janeiro de 2026 18:48 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011191375853;23 de janeiro de 2026 18:44 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011191282043;23 de janeiro de 2026 18:37 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40;28 de janeiro | 09:33
2000011191268321;23 de janeiro de 2026 18:36 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011191285193;23 de janeiro de 2026 18:36 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 18:37
2000011191207097;23 de janeiro de 2026 18:31 hs.;A caminho;1;5M-NAPA-BR;Dom Stark;28 de janeiro | 02:35; 
2000011191136461;23 de janeiro de 2026 18:26 hs.;Pronto para coleta;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011191078305;23 de janeiro de 2026 18:23 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 02:20; 
2000011190926385;23 de janeiro de 2026 18:11 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000011190871965;23 de janeiro de 2026 18:07 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40;27 de janeiro | 10:22
2000014839948018;23 de janeiro de 2026 17:58 hs.;Cancelada pelo comprador;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011190725165;23 de janeiro de 2026 17:56 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011190524861;23 de janeiro de 2026 17:43 hs.;Pronto para coleta;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011190518069;23 de janeiro de 2026 17:42 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011190286027;23 de janeiro de 2026 17:27 hs.;Entregue;2;3-CHIFRE-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 15:01
2000014839514474;23 de janeiro de 2026 17:25 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011190184313;23 de janeiro de 2026 17:19 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011189860025;23 de janeiro de 2026 16:57 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011189813325;23 de janeiro de 2026 16:53 hs.;Para entregar na coleta do dia 12 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011189492373;23 de janeiro de 2026 16:52 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 04:00; 
2000011189779625;23 de janeiro de 2026 16:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011189750807;23 de janeiro de 2026 16:50 hs.;Para entregar na coleta do dia 5 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011189606337;23 de janeiro de 2026 16:40 hs.;Cancelada pelo comprador;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011189520309;23 de janeiro de 2026 16:35 hs.;A caminho;2;3-CHIFRE-PT;Dom Stark;27 de janeiro | 04:53; 
2000011189441831;23 de janeiro de 2026 16:30 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:49; 
2000011189203585;23 de janeiro de 2026 16:23 hs.;A caminho;5;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011189306041;23 de janeiro de 2026 16:22 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014838703152;23 de janeiro de 2026 16:20 hs.;Pronta para emitir NF-e de venda;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011188924569;23 de janeiro de 2026 15:54 hs.;A caminho;5;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011188645697;23 de janeiro de 2026 15:35 hs.;Para entregar na coleta do dia 11 de fevereiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011188588521;23 de janeiro de 2026 15:33 hs.;Para entregar na coleta do dia 11 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011188594975;23 de janeiro de 2026 15:33 hs.;Para entregar na coleta do dia 2 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011188517777;23 de janeiro de 2026 15:27 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:08; 
2000011188445481;23 de janeiro de 2026 15:24 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011188408285;23 de janeiro de 2026 15:20 hs.;A caminho;3;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011188248851;23 de janeiro de 2026 15:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011187802629;23 de janeiro de 2026 14:42 hs.;Para entregar na coleta do dia 5 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014837185220;23 de janeiro de 2026 14:24 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011187482797;23 de janeiro de 2026 14:24 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011187215773;23 de janeiro de 2026 14:05 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000011187005079;23 de janeiro de 2026 13:57 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011186980317;23 de janeiro de 2026 13:52 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-GRUVYER-PT;Dom Stark; ; 
2000014836610572;23 de janeiro de 2026 13:40 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011186706269;23 de janeiro de 2026 13:34 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:08; 
2000011186624235;23 de janeiro de 2026 13:29 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011186617297;23 de janeiro de 2026 13:28 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011186334211;23 de janeiro de 2026 13:11 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011186246431;23 de janeiro de 2026 13:06 hs.;Para entregar na coleta do dia 3 de fevereiro;4;4-GRUVYER-PT;Dom Stark; ; 
2000011186212581;23 de janeiro de 2026 13:03 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011186151445;23 de janeiro de 2026 12:59 hs.;Para entregar na coleta do dia 2 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011186067887;23 de janeiro de 2026 12:54 hs.;Entregue;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 01:22;27 de janeiro | 15:29
2000011185914923;23 de janeiro de 2026 12:46 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011185760957;23 de janeiro de 2026 12:37 hs.;Para entregar na coleta do dia 6 de fevereiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011185736521;23 de janeiro de 2026 12:36 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011185651295;23 de janeiro de 2026 12:29 hs.;Para entregar na coleta do dia 11 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011185526201;23 de janeiro de 2026 12:21 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:49; 
2000011185340561;23 de janeiro de 2026 12:10 hs.;Entregue;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 01:35;27 de janeiro | 15:37
2000011185298447;23 de janeiro de 2026 12:07 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011185104955;23 de janeiro de 2026 11:57 hs.;A caminho;1;6-ALLEGRA-ND;Dom Stark;27 de janeiro | 23:17; 
2000011185063549;23 de janeiro de 2026 11:53 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011185067031;23 de janeiro de 2026 11:52 hs.;A caminho;1;1-NANA-PT;Dom Stark;27 de janeiro | 06:59; 
2000014834890262;23 de janeiro de 2026 11:36 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014834870118;23 de janeiro de 2026 11:34 hs.;Para entregar na coleta do dia 11 de fevereiro;1;6-ALLEGRA-PT-RESERVA;Dom Stark; ; 
2000011184619537;23 de janeiro de 2026 11:26 hs.;Devolução a caminho. Chegará entre 29 e 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:50; 
2000011184579055;23 de janeiro de 2026 11:23 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:00; 
2000011184569061;23 de janeiro de 2026 11:23 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:00; 
2000011184366713;23 de janeiro de 2026 11:13 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000011184311431;23 de janeiro de 2026 11:09 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;24 de janeiro | 05:13; 
2000011184116945;23 de janeiro de 2026 10:57 hs.;Para entregar na coleta do dia 13 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011184052647;23 de janeiro de 2026 10:53 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 00:56;24 de janeiro | 11:17
2000011184008779;23 de janeiro de 2026 10:51 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011184003001;23 de janeiro de 2026 10:50 hs.;Para entregar na coleta do dia 9 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011183869139;23 de janeiro de 2026 10:40 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011183752725;23 de janeiro de 2026 10:34 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014834036714;23 de janeiro de 2026 10:34 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 07:17; 
2000011183707893;23 de janeiro de 2026 10:30 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014833773484;23 de janeiro de 2026 10:13 hs.;Para entregar na coleta do dia 11 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011183477589;23 de janeiro de 2026 10:13 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-GRUVYER-PT;Dom Stark; ; 
2000014833764664;23 de janeiro de 2026 10:11 hs.;Pronto para coleta. Está atrasado 1 dia e isso não afetou sua reputação;1;4-CHIFRE-PT;Dom Stark; ; 
2000011183403005;23 de janeiro de 2026 10:08 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011183367617;23 de janeiro de 2026 10:05 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011183356235;23 de janeiro de 2026 10:05 hs.;Para entregar na coleta do dia 18 de fevereiro;3;1-ALLEGRA-PT;Dom Stark; ; 
2000011183233967;23 de janeiro de 2026 09:57 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011183243047;23 de janeiro de 2026 09:55 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011182975961;23 de janeiro de 2026 09:35 hs.;A caminho;1;6-ALLEGRA-ND;Dom Stark;28 de janeiro | 00:45; 
2000011182787805;23 de janeiro de 2026 09:20 hs.;Para entregar na coleta do dia 5 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011182716105;23 de janeiro de 2026 09:15 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011182583091;23 de janeiro de 2026 09:03 hs.;A caminho;2;2-GRUVYER-PT;Dom Stark;27 de janeiro | 04:53; 
2000011182539143;23 de janeiro de 2026 09:02 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011182057443;23 de janeiro de 2026 08:05 hs.;Pronto para coleta;2;4-GRUVYER-PT;Dom Stark; ; 
2000011181866327;23 de janeiro de 2026 07:36 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011181830253;23 de janeiro de 2026 07:31 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011181807917;23 de janeiro de 2026 07:25 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011181795573;23 de janeiro de 2026 07:22 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 03:49; 
2000011181689825;23 de janeiro de 2026 06:58 hs.;Cancelada pelo comprador;1;4-GRUVYER-PT;Dom Stark; ; 
2000011181645885;23 de janeiro de 2026 06:49 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:47;27 de janeiro | 17:18
2000011181484069;23 de janeiro de 2026 05:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011181427303;23 de janeiro de 2026 05:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011180969937;23 de janeiro de 2026 02:12 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000014828118018;23 de janeiro de 2026 01:53 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 05:25; 
2000011180449585;23 de janeiro de 2026 00:49 hs.;Para entregar na coleta do dia 6 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011180350461;23 de janeiro de 2026 00:38 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011180143859;23 de janeiro de 2026 00:15 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:34; 
2000011179920077;22 de janeiro de 2026 23:51 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011179879461;22 de janeiro de 2026 23:48 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000014830586052;22 de janeiro de 2026 23:30 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011179636205;22 de janeiro de 2026 23:26 hs.;A caminho;1;8-CHIFRE-PT;Dom Stark;26 de janeiro | 22:54; 
2000011179456681;22 de janeiro de 2026 23:12 hs.;Para entregar na coleta do dia 2 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011179432361;22 de janeiro de 2026 23:10 hs.;Para entregar na coleta do dia 3 de fevereiro;1;10-ALLEGRA-PT;Dom Stark; ; 
2000011179327669;22 de janeiro de 2026 23:02 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:13; 
2000011179327949;22 de janeiro de 2026 23:01 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011179264377;22 de janeiro de 2026 22:57 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:49; 
2000011179134665;22 de janeiro de 2026 22:47 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011179131685;22 de janeiro de 2026 22:47 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;27 de janeiro | 07:17; 
2000011179087073;22 de janeiro de 2026 22:43 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-GRUVYER-PT;Dom Stark; ; 
2000011178714431;22 de janeiro de 2026 22:41 hs.;Para entregar na coleta de amanhã;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011179022891;22 de janeiro de 2026 22:40 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011178931317;22 de janeiro de 2026 22:32 hs.;Cancelada pelo comprador;1;4-ALLEGRA-ND;Dom Stark; ; 
2000014829805752;22 de janeiro de 2026 22:27 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;24 de janeiro | 05:13; 
2000011178778805;22 de janeiro de 2026 22:23 hs.;Pronto para coleta;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014829454080;22 de janeiro de 2026 21:55 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000014829378862;22 de janeiro de 2026 21:52 hs.;Para entregar na coleta do dia 2 de fevereiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011178192773;22 de janeiro de 2026 21:45 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011177170357;22 de janeiro de 2026 21:38 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011178046859;22 de janeiro de 2026 21:37 hs.;A caminho;6;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011177755191;22 de janeiro de 2026 21:16 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011177671051;22 de janeiro de 2026 21:11 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011177564263;22 de janeiro de 2026 21:06 hs.;Para entregar na coleta do dia 18 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011177530673;22 de janeiro de 2026 21:04 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014828675926;22 de janeiro de 2026 21:03 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011177311297;22 de janeiro de 2026 20:49 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011177276537;22 de janeiro de 2026 20:49 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;23 de janeiro | 23:07;27 de janeiro | 13:46
2000011177269967;22 de janeiro de 2026 20:47 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011177230121;22 de janeiro de 2026 20:46 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011177063567;22 de janeiro de 2026 20:35 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011176941389;22 de janeiro de 2026 20:27 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011176905667;22 de janeiro de 2026 20:25 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011176840487;22 de janeiro de 2026 20:21 hs.;Entregue;1;4-GRUVYER-PT;Dom Stark;24 de janeiro | 05:13;26 de janeiro | 17:13
2000011176825557;22 de janeiro de 2026 20:19 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011176766737;22 de janeiro de 2026 20:16 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011176692187;22 de janeiro de 2026 20:11 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011176616857;22 de janeiro de 2026 20:07 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011176532585;22 de janeiro de 2026 20:01 hs.;Para entregar na coleta de amanhã;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011176492731;22 de janeiro de 2026 20:00 hs.;A caminho;1;4-GRUVYER-PT;Dom Stark;24 de janeiro | 03:48; 
2000011176398181;22 de janeiro de 2026 19:54 hs.;Para entregar na coleta do dia 2 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011176159937;22 de janeiro de 2026 19:38 hs.;Para entregar na coleta do dia 30 de janeiro;1;10-ALLEGRA-PT;Dom Stark; ; 
2000011175398763;22 de janeiro de 2026 19:37 hs.;Para entregar na coleta do dia 2 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011175941417;22 de janeiro de 2026 19:25 hs.;A caminho;1;8-CHIFRE-PT;Dom Stark;24 de janeiro | 05:13; 
2000011175688955;22 de janeiro de 2026 19:08 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011175576447;22 de janeiro de 2026 19:01 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011175354557;22 de janeiro de 2026 18:48 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011175200021;22 de janeiro de 2026 18:37 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011175073593;22 de janeiro de 2026 18:29 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011175030039;22 de janeiro de 2026 18:25 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;24 de janeiro | 05:13; 
2000011174996143;22 de janeiro de 2026 18:24 hs.;Para entregar na coleta do dia 6 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011174891493;22 de janeiro de 2026 18:16 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011174819441;22 de janeiro de 2026 18:12 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000011174732323;22 de janeiro de 2026 18:06 hs.;Para entregar na coleta do dia 19 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011174713381;22 de janeiro de 2026 18:05 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 06:45; 
2000011174597957;22 de janeiro de 2026 17:58 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011167107485;22 de janeiro de 2026 17:40 hs.;Cancelada pelo comprador;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011173969501;22 de janeiro de 2026 17:18 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;24 de janeiro | 03:48; 
2000011173933261;22 de janeiro de 2026 17:15 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011173764357;22 de janeiro de 2026 17:05 hs.;A caminho;1;1-MARMITA-001;Dom Stark;28 de janeiro | 01:56; 
2000011173565689;22 de janeiro de 2026 16:53 hs.;Para entregar na coleta de amanhã;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011173499499;22 de janeiro de 2026 16:49 hs.;A caminho;3;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011173428609;22 de janeiro de 2026 16:45 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011173140361;22 de janeiro de 2026 16:27 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011173019185;22 de janeiro de 2026 16:20 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:22;27 de janeiro | 14:50
2000011172624445;22 de janeiro de 2026 16:09 hs.;Para entregar na coleta do dia 30 de janeiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011172681015;22 de janeiro de 2026 15:58 hs.;A caminho;1;5M-NAPA-BR;Dom Stark;26 de janeiro | 12:20; 
2000011172648527;22 de janeiro de 2026 15:57 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000011170689125;22 de janeiro de 2026 15:54 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000011172542439;22 de janeiro de 2026 15:52 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 02:11; 
2000011172289063;22 de janeiro de 2026 15:36 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011172277311;22 de janeiro de 2026 15:35 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011172128409;22 de janeiro de 2026 15:26 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 01:53; 
2000011171975407;22 de janeiro de 2026 15:17 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011171861629;22 de janeiro de 2026 15:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011171768629;22 de janeiro de 2026 15:06 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000014812406390;22 de janeiro de 2026 14:56 hs.;A caminho;1;10-ALLEGRA-PT;Dom Stark;24 de janeiro | 07:26; 
2000011171599395;22 de janeiro de 2026 14:56 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011171490211;22 de janeiro de 2026 14:49 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:23; 
2000011171422643;22 de janeiro de 2026 14:45 hs.;Cancelada pelo comprador;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011171346559;22 de janeiro de 2026 14:42 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:48; 
2000011171297831;22 de janeiro de 2026 14:38 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014823460962;22 de janeiro de 2026 14:37 hs.;Cancelada pelo comprador;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011171187209;22 de janeiro de 2026 14:31 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014802715910;22 de janeiro de 2026 14:22 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011170881797;22 de janeiro de 2026 14:13 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011170832961;22 de janeiro de 2026 14:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011170828025;22 de janeiro de 2026 14:11 hs.;A caminho;1;3-CHIFRE-PT;Dom Stark;24 de janeiro | 06:45; 
2000011170696531;22 de janeiro de 2026 14:02 hs.;Para entregar na coleta do dia 2 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
